TierID_TVD;Rasse;ebv_LBEB_FUGLIEDERSTAERKE;rel_LBEB_FUGLIEDERSTAERKE;nDau_LBEB_FUGLIEDERSTAERKE;nHerd_LBEB_FUGLIEDERSTAERKE;ebv_LBEB_FUSTELLUNGVORNE;rel_LBEB_FUSTELLUNGVORNE;nDau_LBEB_FUSTELLUNGVORNE;nHerd_LBEB_FUSTELLUNGVORNE;ebv_LBEB_FUSPRUNGGELENKWINKELUNG;rel_LBEB_FUSPRUNGGELENKWINKELUNG;nDau_LBEB_FUSPRUNGGELENKWINKELUNG;nHerd_LBEB_FUSPRUNGGELENKWINKELUNG;ebv_LBEB_FUFESSELN;rel_LBEB_FUFESSELN;nDau_LBEB_FUFESSELN;nHerd_LBEB_FUFESSELN;ebv_LBEB_FUKLAUEN;rel_LBEB_FUKLAUEN;nDau_LBEB_FUKLAUEN;nHerd_LBEB_FUKLAUEN;ebv_LBEB_FOEUTERLAENGE;rel_LBEB_FOEUTERLAENGE;nDau_LBEB_FOEUTERLAENGE;nHerd_LBEB_FOEUTERLAENGE;ebv_LBEB_FOEUTERTIEFE;rel_LBEB_FOEUTERTIEFE;nDau_LBEB_FOEUTERTIEFE;nHerd_LBEB_FOEUTERTIEFE;ebv_LBEB_FOZITZENLAENGE;rel_LBEB_FOZITZENLAENGE;nDau_LBEB_FOZITZENLAENGE;nHerd_LBEB_FOZITZENLAENGE;ebv_LBEB_FOZITZENDICKE;rel_LBEB_FOZITZENDICKE;nDau_LBEB_FOZITZENDICKE;nHerd_LBEB_FOZITZENDICKE;ebv_LBEB_BEKONDITION;rel_LBEB_BEKONDITION;nDau_LBEB_BEKONDITION;nHerd_LBEB_BEKONDITION;ebv_LBEB_BESCHULTER;rel_LBEB_BESCHULTER;nDau_LBEB_BESCHULTER;nHerd_LBEB_BESCHULTER;ebv_LBEB_BELENDEN;rel_LBEB_BELENDEN;nDau_LBEB_BELENDEN;nHerd_LBEB_BELENDEN;ebv_LBEB_BESTOTZENRUNDUNG;rel_LBEB_BESTOTZENRUNDUNG;nDau_LBEB_BESTOTZENRUNDUNG;nHerd_LBEB_BESTOTZENRUNDUNG;ebv_LBEB_BESTOTZENLAENGE;rel_LBEB_BESTOTZENLAENGE;nDau_LBEB_BESTOTZENLAENGE;nHerd_LBEB_BESTOTZENLAENGE
CH900001278694;AN;107.331;0.478;7;1;110.121;0.433;7;1;94.597;0.479;7;1;91.953;0.479;7;1;111.279;0.36;7;1;128.247;0.424;7;1;86.57;0.438;7;1;110.448;0.534;7;1;103.007;0.483;7;1;126.027;0.453;7;1;99.685;0.511;7;1;100.138;0.49;7;1;63.447;0.502;7;1;97.99;0.446;7;1
CH900001285036;AN;123.814;0.328;2;1;102.671;0.289;2;1;103.398;0.333;2;1;93.823;0.333;2;1;121.586;0.231;2;1;125.435;0.281;2;1;90.388;0.293;2;1;101.271;0.384;2;1;104.606;0.338;2;1;124.093;0.308;2;1;106.379;0.355;2;1;100.873;0.338;2;1;72.477;0.348;2;1;109.113;0.302;2;1
CH900001287030;AN;112.038;0.282;4;1;90.807;0.242;4;1;102.656;0.285;4;1;96.522;0.285;4;1;120.324;0.182;4;1;133.391;0.233;4;1;86.706;0.245;4;1;97.31;0.343;4;1;101.251;0.292;4;1;106.436;0.256;4;1;92.342;0.298;4;1;86.19;0.284;4;1;60.58;0.294;4;1;103.332;0.248;4;1
CH900001292980;AN;104.479;0.537;11;1;102.438;0.488;11;1;99.845;0.534;11;1;97.359;0.535;11;1;108.64;0.389;11;1;123.484;0.476;11;1;95.491;0.491;11;1;99.586;0.598;11;1;102.224;0.54;11;1;109.411;0.502;11;1;88.494;0.561;11;1;87.11;0.542;11;1;53.652;0.556;11;1;94.913;0.49;11;1
CH900001293000;AN;105.563;0.371;1;1;95.577;0.34;1;1;102.189;0.381;1;1;92.166;0.379;1;1;108.939;0.304;1;1;124.842;0.337;1;1;88.906;0.346;1;1;100.39;0.411;1;1;99.421;0.379;1;1;125.701;0.368;1;1;107.551;0.421;1;1;103.049;0.399;1;1;76;0.407;1;1;112.103;0.37;1;1
CH900001295424;CH;126.116;0.412;6;2;83.698;0.366;6;2;117.601;0.414;6;2;109.861;0.414;6;2;107.513;0.282;6;2;105.652;0.356;6;2;97.599;0.371;6;2;114.233;0.475;6;2;107.211;0.421;6;2;106.439;0.384;6;2;109.567;0.437;6;2;107.416;0.419;6;2;96.279;0.432;6;2;102.712;0.374;6;2
CH900001302474;LM;99.957;0.521;10;2;97.486;0.469;10;2;100.88;0.517;10;2;93.969;0.518;10;2;101.194;0.354;10;2;98.71;0.455;10;2;103.137;0.471;10;2;93.794;0.588;10;2;89.727;0.526;10;2;96.571;0.481;10;2;97.922;0.539;10;2;96.336;0.521;10;2;101.692;0.536;10;2;104.493;0.465;10;2
CH900001346829;AN;113.831;0.261;2;2;94.315;0.226;2;2;98.378;0.267;2;2;99.567;0.266;2;2;110.557;0.175;2;2;122.986;0.219;2;2;89.256;0.23;2;2;99.948;0.315;2;2;100.711;0.272;2;2;105.734;0.242;2;2;87.824;0.282;2;2;79.84;0.268;2;2;58.609;0.277;2;2;95.649;0.237;2;2
CH900001352295;AN;102.157;0.355;1;1;91.759;0.32;1;1;101.876;0.362;1;1;94.241;0.361;1;1;105.837;0.265;1;1;120.562;0.314;1;1;91.415;0.325;1;1;95.228;0.404;1;1;94.24;0.365;1;1;116.923;0.343;1;1;96.169;0.393;1;1;92.815;0.373;1;1;67.497;0.383;1;1;101.038;0.339;1;1
CH900001353070;AN;97.805;0.354;5;1;90.294;0.304;5;1;100.162;0.354;5;1;102.71;0.355;5;1;102.254;0.22;5;1;130.718;0.292;5;1;80.291;0.308;5;1;111.13;0.424;5;1;107.85;0.363;5;1;114.907;0.317;5;1;93.014;0.365;5;1;89.261;0.35;5;1;72.274;0.364;5;1;98.827;0.304;5;1
CH900001355852;LM;85.981;0.181;1;1;100.213;0.152;1;1;92.547;0.185;1;1;94.149;0.185;1;1;98.854;0.114;1;1;105.953;0.146;1;1;107.38;0.155;1;1;86.932;0.228;1;1;91.487;0.191;1;1;101.325;0.163;1;1;102.416;0.192;1;1;104.732;0.182;1;1;104.091;0.19;1;1;100.221;0.158;1;1
CH900001388355;AN;111.183;0.398;3;1;98.133;0.351;3;1;106.387;0.4;3;1;97.851;0.4;3;1;111.742;0.262;3;1;136.781;0.34;3;1;75.426;0.355;3;1;124.129;0.464;3;1;118.422;0.408;3;1;121.876;0.366;3;1;103.918;0.419;3;1;101.376;0.402;3;1;68.078;0.415;3;1;105.441;0.354;3;1
CH900001430108;AN;92.024;0.271;1;1;94.703;0.24;1;1;103.004;0.279;1;1;107.723;0.278;1;1;92.352;0.193;1;1;142.506;0.235;1;1;74.25;0.245;1;1;105.389;0.318;1;1;96.614;0.282;1;1;110.383;0.26;1;1;89.396;0.302;1;1;88.638;0.286;1;1;56.455;0.294;1;1;95.968;0.257;1;1
CH900001445379;AN;94.36;0.346;3;1;96.436;0.306;3;1;108.677;0.351;3;1;110.324;0.351;3;1;93.517;0.238;3;1;136.126;0.298;3;1;68.395;0.311;3;1;114.752;0.404;3;1;105.529;0.357;3;1;105.002;0.325;3;1;87.143;0.374;3;1;85.548;0.357;3;1;51.932;0.367;3;1;95.46;0.318;3;1
CH900001450366;AN;113.607;0.497;9;1;112.843;0.449;9;1;98.463;0.496;9;1;96.122;0.497;9;1;113.187;0.348;9;1;125.122;0.437;9;1;82.076;0.452;9;1;101.197;0.56;9;1;100.992;0.503;9;1;112.254;0.464;9;1;94.758;0.522;9;1;93.07;0.503;9;1;65.181;0.517;9;1;106.351;0.452;9;1
CH900001452148;AN;105.752;0.391;3;1;98.138;0.355;3;1;104.985;0.398;3;1;96.353;0.396;3;1;108.91;0.309;3;1;116.794;0.35;3;1;89.286;0.36;3;1;104.981;0.438;3;1;102.92;0.398;3;1;121.315;0.38;3;1;104.538;0.434;3;1;101.389;0.412;3;1;70.245;0.422;3;1;108.62;0.379;3;1
CH900001465964;AN;110.566;0.154;1;1;98.718;0.127;1;1;105.885;0.156;1;1;106.232;0.157;1;1;113.842;0.093;1;1;120.466;0.121;1;1;94.794;0.129;1;1;84.423;0.199;1;1;82.362;0.163;1;1;105.803;0.135;1;1;99.352;0.16;1;1;90.703;0.152;1;1;72.717;0.159;1;1;106.568;0.13;1;1
CH900001474065;AN;102.988;0.307;1;1;95.696;0.278;1;1;100.784;0.317;1;1;97.198;0.315;1;1;105.799;0.249;1;1;126.367;0.275;1;1;89.657;0.284;1;1;95.71;0.345;1;1;93.264;0.316;1;1;127.269;0.305;1;1;106.17;0.352;1;1;100.822;0.332;1;1;73.384;0.339;1;1;111.523;0.307;1;1
CH900001475321;AN;102.735;0.383;6;1;100.317;0.336;6;1;92.983;0.385;6;1;96.375;0.385;6;1;107.176;0.256;6;1;128.484;0.326;6;1;80.869;0.34;6;1;97.202;0.448;6;1;99.425;0.392;6;1;113.002;0.352;6;1;95.025;0.404;6;1;90.242;0.387;6;1;66.39;0.399;6;1;101.382;0.342;6;1
CH900001532734;AN;108.919;0.397;2;1;104.228;0.361;2;1;103.664;0.404;2;1;95.31;0.403;2;1;110.798;0.302;2;1;135.251;0.355;2;1;88.753;0.366;2;1;99.218;0.445;2;1;99.586;0.405;2;1;106.679;0.385;2;1;92.86;0.439;2;1;88.895;0.418;2;1;58.878;0.427;2;1;106.651;0.382;2;1
CH900001553555;AN;98.66;0.312;2;1;93.963;0.272;2;1;103.63;0.316;2;1;114.566;0.316;2;1;82.97;0.208;2;1;127.024;0.263;2;1;79.359;0.276;2;1;107.559;0.371;2;1;110.03;0.322;2;1;122.841;0.288;2;1;98.307;0.334;2;1;99.822;0.318;2;1;66.161;0.329;2;1;101.846;0.281;2;1
CH900001560423;LM;107.433;0.608;14;1;103.742;0.557;14;1;100.749;0.602;14;1;98.777;0.603;14;1;104.806;0.416;14;1;100.363;0.542;14;1;98.35;0.559;14;1;107.588;0.67;14;1;104.553;0.61;14;1;106.765;0.565;14;1;108.599;0.623;14;1;108.782;0.606;14;1;108.673;0.622;14;1;109.007;0.544;14;1
CH900001562229;AN;109.541;0.705;28;3;91.847;0.653;28;3;102.919;0.693;28;3;102.266;0.696;28;3;103.602;0.469;28;3;128.837;0.635;28;3;103.599;0.652;28;3;76.033;0.763;28;3;83.553;0.703;28;3;99.572;0.652;28;3;89.932;0.707;28;3;86.424;0.694;28;3;66.473;0.711;28;3;94.976;0.622;28;3
CH900001578046;AN;109.318;0.297;2;1;100.539;0.261;2;1;106.387;0.303;2;1;102.53;0.303;2;1;104.277;0.202;2;1;114.615;0.253;2;1;87.886;0.265;2;1;104.157;0.352;2;1;105.488;0.308;2;1;119.615;0.278;2;1;100.018;0.323;2;1;100.045;0.307;2;1;68.393;0.316;2;1;108.044;0.272;2;1
CH900001602482;AN;115.711;0.426;3;1;99.737;0.388;3;1;109.966;0.432;3;1;105.413;0.431;3;1;107.166;0.336;3;1;122.405;0.382;3;1;92.231;0.393;3;1;111.866;0.476;3;1;107.33;0.433;3;1;111.49;0.412;3;1;94.555;0.468;3;1;89.774;0.446;3;1;61.097;0.456;3;1;99.113;0.409;3;1
CH900001604592;CH;113.544;0.573;17;1;97.89;0.515;17;1;114.643;0.565;17;1;110.573;0.567;17;1;95.444;0.364;17;1;98.193;0.497;17;1;98.241;0.516;17;1;109.248;0.644;17;1;113.855;0.576;17;1;97.431;0.521;17;1;103.445;0.58;17;1;98.251;0.564;17;1;92.761;0.581;17;1;92.49;0.496;17;1
CH900001621957;AN;95.308;0.373;6;1;104.906;0.325;6;1;100.011;0.374;6;1;97.172;0.374;6;1;100.289;0.242;6;1;126.327;0.313;6;1;93.261;0.328;6;1;89.699;0.441;6;1;86.447;0.382;6;1;123.665;0.339;6;1;104.626;0.389;6;1;104.551;0.373;6;1;78.561;0.386;6;1;107.396;0.328;6;1
CH900001622183;AN;113.753;0.801;52;4;89.28;0.762;52;4;113.322;0.789;52;4;100.231;0.792;52;4;106.405;0.587;52;4;125.18;0.747;52;4;90.701;0.76;52;4;100.946;0.843;52;4;111.539;0.797;52;4;121.866;0.758;52;4;102.101;0.802;52;4;100.56;0.793;52;4;62.991;0.806;52;4;105.146;0.728;52;4
CH900001622756;AN;111.698;0.488;9;1;96.338;0.439;9;1;106.846;0.487;9;1;109.696;0.488;9;1;110.008;0.338;9;1;123.29;0.428;9;1;85.037;0.443;9;1;108.746;0.552;9;1;110.228;0.494;9;1;101.151;0.455;9;1;84.067;0.512;9;1;82.882;0.493;9;1;48.013;0.507;9;1;97.99;0.442;9;1
CH900001628901;AN;103.143;0.233;1;1;96.643;0.203;1;1;101.687;0.239;1;1;101.249;0.239;1;1;99.364;0.159;1;1;130.309;0.197;1;1;89.314;0.207;1;1;97.082;0.279;1;1;95.122;0.243;1;1;117.46;0.219;1;1;92.381;0.256;1;1;86.535;0.243;1;1;57.652;0.25;1;1;95.039;0.215;1;1
CH900001638511;AN;95.925;0.241;3;1;93.161;0.205;3;1;98.563;0.245;3;1;103.081;0.245;3;1;102.899;0.151;3;1;122.651;0.197;3;1;93.369;0.208;3;1;93.001;0.296;3;1;98.481;0.251;3;1;124.91;0.218;3;1;102.249;0.254;3;1;93.156;0.242;3;1;62.904;0.252;3;1;106.786;0.21;3;1
CH900001640286;AN;100.535;0.236;1;1;97.197;0.207;1;1;95.563;0.243;1;1;98.142;0.242;1;1;106.502;0.166;1;1;129.443;0.202;1;1;88.821;0.211;1;1;105.771;0.281;1;1;104.004;0.246;1;1;99.513;0.225;1;1;84.451;0.262;1;1;83.311;0.248;1;1;51.73;0.256;1;1;91.706;0.222;1;1
CH900001640354;AN;104.455;0.298;1;1;98.195;0.26;1;1;95.049;0.303;1;1;100.11;0.302;1;1;108.178;0.201;1;1;123.395;0.252;1;1;88.056;0.264;1;1;113.189;0.354;1;1;110.99;0.308;1;1;102.765;0.277;1;1;90.017;0.321;1;1;84.224;0.305;1;1;58.982;0.316;1;1;98.731;0.271;1;1
CH900001666842;LM;92.014;0.403;5;1;106.593;0.354;5;1;93.099;0.403;5;1;88.861;0.404;5;1;94.442;0.261;5;1;110.753;0.342;5;1;96.229;0.358;5;1;101.12;0.47;5;1;101.548;0.412;5;1;93.388;0.368;5;1;94.365;0.421;5;1;94.646;0.404;5;1;101.155;0.418;5;1;97.313;0.356;5;1
CH900001674397;AN;108.798;0.481;2;2;94.066;0.435;2;2;103.668;0.482;2;2;111.947;0.482;2;2;96.551;0.337;2;2;127.086;0.424;2;2;89.426;0.439;2;2;98.864;0.541;2;2;95.675;0.488;2;2;124.94;0.452;2;2;103.99;0.509;2;2;100.11;0.49;2;2;75.104;0.503;2;2;107.908;0.44;2;2
CH900001684433;LM;87.603;0.547;10;3;84.36;0.492;10;3;110.773;0.541;10;3;102.497;0.543;10;3;91.514;0.359;10;3;105.787;0.477;10;3;96.596;0.494;10;3;105.147;0.615;10;3;104.511;0.551;10;3;93.918;0.502;10;3;97.723;0.56;10;3;95.189;0.543;10;3;105.84;0.559;10;3;100.298;0.482;10;3
CH900001686215;LM;94.365;0.32;2;1;94.739;0.284;2;1;102.124;0.326;2;1;95.453;0.326;2;1;100.809;0.227;2;1;108.181;0.277;2;1;99.819;0.289;2;1;98.354;0.372;2;1;102.096;0.33;2;1;96.62;0.304;2;1;101.516;0.351;2;1;99.878;0.334;2;1;99.01;0.343;2;1;104.899;0.3;2;1
CH900001692131;LM;103.595;0.459;5;2;110.339;0.411;5;2;110.387;0.459;5;2;91.832;0.46;5;2;101.647;0.313;5;2;97.327;0.4;5;2;113.465;0.415;5;2;89.445;0.522;5;2;97.084;0.466;5;2;98.001;0.427;5;2;96.415;0.484;5;2;93.837;0.465;5;2;104.458;0.478;5;2;102.722;0.415;5;2
CH900001693176;LM;94.793;0.115;2;2;98.423;0.094;2;2;104.827;0.118;2;2;104.969;0.118;2;2;96.041;0.07;2;2;95.013;0.09;2;2;95.555;0.096;2;2;110.608;0.15;2;2;108.489;0.122;2;2;94.501;0.101;2;2;93.738;0.12;2;2;93.582;0.114;2;2;98.082;0.119;2;2;93.844;0.098;2;2
CH900001698034;AN;109.648;0.451;2;1;109.588;0.409;2;1;93.234;0.454;2;1;86.048;0.454;2;1;119.361;0.324;2;1;127.921;0.401;2;1;86.002;0.414;2;1;98.377;0.506;2;1;102.195;0.459;2;1;115.226;0.429;2;1;95.621;0.485;2;1;98.974;0.465;2;1;62.522;0.476;2;1;104.319;0.42;2;1
CH900001698096;AN;106.908;0.294;4;2;107.421;0.251;4;2;85.338;0.296;4;2;95.549;0.297;4;2;110.49;0.183;4;2;125.064;0.242;4;2;87.842;0.255;4;2;94.421;0.359;4;2;105.088;0.305;4;2;126.594;0.264;4;2;109.059;0.307;4;2;101.037;0.293;4;2;69.17;0.305;4;2;114.188;0.254;4;2
CH900001699147;AN;104.207;0.408;1;1;96.503;0.371;1;1;98.849;0.415;1;1;96.981;0.413;1;1;105.452;0.321;1;1;123.828;0.366;1;1;90.096;0.377;1;1;98.793;0.456;1;1;95.666;0.416;1;1;127.065;0.396;1;1;106.761;0.451;1;1;102.249;0.429;1;1;75.517;0.439;1;1;110.332;0.395;1;1
CH900001699239;AN;102.206;0.574;12;1;90.915;0.525;12;1;102.88;0.57;12;1;95.016;0.571;12;1;101.136;0.415;12;1;128.216;0.513;12;1;95.902;0.528;12;1;102.164;0.633;12;1;96.281;0.577;12;1;128.643;0.538;12;1;111.881;0.597;12;1;109.442;0.578;12;1;79.72;0.593;12;1;112.718;0.524;12;1
CH900001699338;LM;96.308;0.497;12;3;100.068;0.438;12;3;108.163;0.491;12;3;101.465;0.493;12;3;96.484;0.308;12;3;89.939;0.421;12;3;119.027;0.44;12;3;83.787;0.574;12;3;89.402;0.503;12;3;92.716;0.446;12;3;91.019;0.503;12;3;93.163;0.488;12;3;90.611;0.504;12;3;92.959;0.425;12;3
CH900001702014;AN;108.123;0.308;1;1;107.317;0.275;1;1;103.869;0.316;1;1;100.881;0.315;1;1;109.218;0.226;1;1;133.954;0.269;1;1;87.988;0.28;1;1;97.972;0.356;1;1;101.029;0.318;1;1;114.195;0.296;1;1;93.081;0.343;1;1;94.053;0.325;1;1;59.62;0.333;1;1;103.085;0.294;1;1
CH900001737153;AN;107.812;0.507;7;1;99.271;0.458;7;1;94.984;0.505;7;1;97.407;0.506;7;1;106.877;0.358;7;1;132.851;0.447;7;1;91.761;0.462;7;1;92.202;0.569;7;1;96.252;0.512;7;1;132.208;0.474;7;1;112.396;0.532;7;1;103.026;0.513;7;1;78.012;0.526;7;1;111.063;0.461;7;1
CH900001742232;LM;88.905;0.603;9;2;101.465;0.552;9;2;105.553;0.596;9;2;99.24;0.598;9;2;95.964;0.416;9;2;98.107;0.538;9;2;99.89;0.554;9;2;98.422;0.664;9;2;95.819;0.605;9;2;96.584;0.561;9;2;98.743;0.619;9;2;99.15;0.602;9;2;100.504;0.617;9;2;99.282;0.541;9;2
CH900001749453;LM;110.916;0.512;6;1;114.136;0.46;6;1;112.268;0.509;6;1;103.617;0.51;6;1;105.163;0.341;6;1;98.224;0.446;6;1;107.672;0.463;6;1;96.5;0.58;6;1;99.405;0.518;6;1;100.192;0.472;6;1;96.557;0.53;6;1;96.909;0.512;6;1;95.9;0.527;6;1;96.805;0.455;6;1
CH900001754716;LM;95.73;0.496;11;1;114.871;0.442;11;1;105.437;0.492;11;1;105.083;0.494;11;1;93.199;0.32;11;1;84.811;0.427;11;1;112.071;0.445;11;1;108.067;0.565;11;1;107.302;0.502;11;1;102.067;0.453;11;1;104.88;0.51;11;1;101.971;0.493;11;1;107.661;0.509;11;1;105.112;0.435;11;1
CH900001761110;AN;108.545;0.431;1;1;98.951;0.386;1;1;104.321;0.433;1;1;94.91;0.433;1;1;107.475;0.303;1;1;131.729;0.376;1;1;82.922;0.39;1;1;97.456;0.491;1;1;99.227;0.439;1;1;113.826;0.404;1;1;94.053;0.459;1;1;90.875;0.44;1;1;60.412;0.453;1;1;105.997;0.395;1;1
CH900001780159;LM;94.501;0.358;2;1;105.175;0.322;2;1;94.455;0.365;2;1;92.258;0.364;2;1;100.559;0.285;2;1;90.803;0.317;2;1;107.56;0.328;2;1;93.132;0.404;2;1;89.76;0.366;2;1;93.609;0.347;2;1;102.089;0.399;2;1;96.941;0.378;2;1;106.69;0.387;2;1;104.507;0.347;2;1
CH900001790592;AN;97.649;0.435;6;2;93.797;0.386;6;2;105.263;0.435;6;2;102.189;0.436;6;2;100.424;0.288;6;2;123.121;0.373;6;2;94.807;0.389;6;2;91.276;0.503;6;2;85.581;0.443;6;2;119.932;0.4;6;2;108.223;0.455;6;2;103.856;0.437;6;2;79.165;0.451;6;2;108.581;0.387;6;2
CH900001823894;AN;108.803;0.383;6;1;99.38;0.333;6;1;101.317;0.383;6;1;109.883;0.384;6;1;106.328;0.245;6;1;128.779;0.321;6;1;83.126;0.337;6;1;113.913;0.454;6;1;107.401;0.392;6;1;121.2;0.346;6;1;103.046;0.398;6;1;102.161;0.382;6;1;68.869;0.395;6;1;110.178;0.334;6;1
CH900001831875;AN;101.54;0.55;9;2;85.809;0.498;9;2;114.257;0.546;9;2;108.061;0.547;9;2;93.228;0.368;9;2;138.649;0.483;9;2;68.093;0.5;9;2;109.758;0.616;9;2;108.522;0.554;9;2;118.208;0.508;9;2;101.828;0.567;9;2;98.318;0.549;9;2;70.951;0.565;9;2;108.571;0.489;9;2
CH900001841706;AN;98.49;0.197;1;1;105.377;0.171;1;1;109.055;0.204;1;1;108.564;0.203;1;1;82.122;0.136;1;1;115.719;0.166;1;1;96.749;0.174;1;1;107.132;0.24;1;1;94.562;0.207;1;1;109.187;0.185;1;1;88.124;0.218;1;1;92.08;0.206;1;1;57.453;0.213;1;1;91.004;0.182;1;1
CH900001846961;LM;90.94;0.649;15;4;100.022;0.594;15;4;99.556;0.638;15;4;94.142;0.641;15;4;98.738;0.436;15;4;91.092;0.577;15;4;110.341;0.595;15;4;96.537;0.712;15;4;90.23;0.648;15;4;95.098;0.598;15;4;96.306;0.656;15;4;94.662;0.641;15;4;104.58;0.657;15;4;101.469;0.573;15;4
CH900001847401;LM;98.572;0.59;13;6;93.564;0.534;13;6;100.946;0.582;13;6;106.68;0.584;13;6;97.871;0.382;13;6;86.664;0.516;13;6;104.503;0.535;13;6;106.33;0.659;13;6;103.955;0.593;13;6;98.109;0.539;13;6;97.223;0.598;13;6;96.049;0.582;13;6;102.629;0.599;13;6;97.153;0.515;13;6
CH900001851347;LM;96.546;0.218;1;1;97.952;0.191;1;1;111.608;0.226;1;1;106.298;0.225;1;1;93.951;0.152;1;1;89.303;0.186;1;1;116.603;0.195;1;1;96.158;0.262;1;1;96.021;0.229;1;1;85.945;0.207;1;1;84.972;0.243;1;1;87.71;0.229;1;1;88.059;0.237;1;1;91.014;0.204;1;1
CH900001851675;AN;97.314;0.664;24;1;100.301;0.611;24;1;93.76;0.654;24;1;91.388;0.656;24;1;105.278;0.45;24;1;122.338;0.594;24;1;97.639;0.612;24;1;88.715;0.724;24;1;86.834;0.663;24;1;107.635;0.614;24;1;96.463;0.671;24;1;94.588;0.656;24;1;67.904;0.673;24;1;105.959;0.588;24;1
CH900001859404;CH;116.488;0.203;1;1;91.759;0.178;1;1;113.87;0.211;1;1;115.175;0.21;1;1;97.486;0.141;1;1;91.961;0.173;1;1;103.314;0.181;1;1;122.198;0.243;1;1;101.729;0.213;1;1;98.903;0.194;1;1;102.906;0.227;1;1;101.619;0.214;1;1;94.735;0.221;1;1;101.082;0.191;1;1
CH900001879006;AN;113;0.079;1;1;100.286;0.065;1;1;99.216;0.082;1;1;101.333;0.082;1;1;107.186;0.049;1;1;121.496;0.062;1;1;85.02;0.066;1;1;101.508;0.105;1;1;101.424;0.085;1;1;103.78;0.07;1;1;94.673;0.083;1;1;91.303;0.079;1;1;65.335;0.083;1;1;98.89;0.068;1;1
CH900001899998;CH;114.443;0.436;6;1;91.95;0.389;6;1;109.024;0.437;6;1;112.219;0.437;6;1;102.639;0.306;6;1;102.311;0.379;6;1;90.956;0.393;6;1;117.572;0.498;6;1;117.276;0.443;6;1;87.147;0.407;6;1;87.597;0.462;6;1;88.009;0.443;6;1;72.789;0.456;6;1;87.821;0.397;6;1
CH900001908805;AN;105.344;0.259;2;2;93.668;0.227;2;2;101.614;0.266;2;2;103.247;0.265;2;2;102.764;0.181;2;2;121.554;0.221;2;2;95.62;0.231;2;2;89.567;0.309;2;2;88.812;0.27;2;2;120.459;0.244;2;2;107.163;0.285;2;2;100.944;0.27;2;2;79.613;0.278;2;2;110.826;0.241;2;2
CH900001910549;AN;100.506;0.427;5;1;105.346;0.376;5;1;104.089;0.427;5;1;105.74;0.427;5;1;110.432;0.274;5;1;120.181;0.363;5;1;88.464;0.379;5;1;103.307;0.498;5;1;105.245;0.436;5;1;106.495;0.389;5;1;85.823;0.443;5;1;84.477;0.426;5;1;48.782;0.441;5;1;91.038;0.374;5;1
CH900001913595;LM;94.496;0.265;1;1;101.382;0.235;1;1;112.492;0.274;1;1;109.439;0.272;1;1;92.525;0.196;1;1;98.369;0.231;1;1;97.269;0.24;1;1;96.169;0.309;1;1;95.712;0.275;1;1;101.651;0.256;1;1;106.852;0.297;1;1;104.563;0.281;1;1;109.534;0.289;1;1;104.27;0.254;1;1
CH900001925741;AN;102.764;0.652;6;2;103.845;0.601;6;2;97.49;0.643;6;2;105.16;0.645;6;2;105.866;0.444;6;2;123.93;0.585;6;2;86.849;0.602;6;2;96.446;0.711;6;2;96.355;0.652;6;2;113.085;0.606;6;2;102.706;0.663;6;2;94.305;0.647;6;2;79.682;0.663;6;2;113.903;0.581;6;2
CH900001929008;AN;98.431;0.745;31;9;110.039;0.7;31;9;111.04;0.734;31;9;115.737;0.737;31;9;90.29;0.525;31;9;117.39;0.684;31;9;88.695;0.699;31;9;97.319;0.795;31;9;101.189;0.743;31;9;130.591;0.699;31;9;105.695;0.749;31;9;104.709;0.738;31;9;72.922;0.753;31;9;108.784;0.67;31;9
CH900001939311;AN;105.533;0.463;7;1;98.868;0.415;7;1;105.394;0.463;7;1;103.5;0.464;7;1;109.314;0.321;7;1;133.871;0.404;7;1;75.949;0.419;7;1;103.838;0.526;7;1;107.429;0.47;7;1;121.638;0.432;7;1;96.717;0.488;7;1;91.364;0.469;7;1;58.404;0.483;7;1;102.083;0.42;7;1
CH900001949495;LM;104.062;0.231;2;1;94.123;0.196;2;1;94.791;0.235;2;1;99.229;0.235;2;1;103.496;0.146;2;1;95.56;0.188;2;1;105.421;0.199;2;1;102.806;0.286;2;1;96.013;0.241;2;1;95.819;0.208;2;1;94.704;0.244;2;1;96.61;0.232;2;1;96.626;0.241;2;1;93.549;0.202;2;1
CH900001955984;LM;100.098;0.435;7;2;99.101;0.384;7;2;99.938;0.434;7;2;107.448;0.435;7;2;98.748;0.283;7;2;111.549;0.371;7;2;93.369;0.387;7;2;98.896;0.506;7;2;102.356;0.443;7;2;93.207;0.397;7;2;89.284;0.452;7;2;91.449;0.435;7;2;89.773;0.449;7;2;87.003;0.383;7;2
CH900001959630;LM;93.724;0.447;5;1;98.278;0.396;5;1;91.319;0.446;5;1;98.05;0.447;5;1;97.553;0.291;5;1;106.835;0.383;5;1;92.774;0.4;5;1;94.233;0.515;5;1;95.493;0.455;5;1;89.391;0.41;5;1;87.331;0.465;5;1;87.034;0.448;5;1;93.417;0.462;5;1;87.366;0.395;5;1
CH900001962456;AN;100.578;0.596;15;2;101.367;0.536;15;2;105.831;0.586;15;2;106.622;0.588;15;2;97.322;0.377;15;2;116.014;0.517;15;2;92.771;0.537;15;2;101.086;0.667;15;2;102.933;0.597;15;2;99.272;0.54;15;2;86.495;0.599;15;2;88.162;0.584;15;2;54.415;0.602;15;2;92.61;0.514;15;2
